"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000033627",792.834980087118,0.461439725851279,0.191473984428907,2.4099343168085,0.0159553927288343,0.0903412924555698
"ENSG00000033867",2313.66024806985,-0.929037052405457,0.154092386910561,-6.0290911902396,1.64884237654665e-09,9.20104011033531e-08
"ENSG00000034152",1144.89709699035,0.846246418725961,0.216586526932319,3.90719787935104,9.33726827211717e-05,0.00145101936903829
"ENSG00000034533",105.286037282937,-0.668969166402005,0.193081885937443,-3.4646914864854,0.000530840073487967,0.00627031427407371
"ENSG00000034693",267.259148020561,-0.404209993749824,0.169723141954116,-2.38158443860944,0.0172383382128493,0.0956799765590755
"ENSG00000034713",1399.28315242609,0.369888734729729,0.088494368873671,4.17979968033626,2.91765994588116e-05,0.000537824903937954
"ENSG00000035115",464.175782994489,-0.463014257419622,0.11420397896222,-4.05427430486282,5.0290177576593e-05,0.000851972051585059
"ENSG00000035403",16756.3351510887,0.842436286977695,0.198313153995667,4.24801012945465,2.15677645313223e-05,0.000415885218685131
"ENSG00000035664",633.039689235768,1.56946182199203,0.441527386022223,3.55461942266258,0.000378526564755017,0.0047515792024292
"ENSG00000035681",1037.23698277214,-0.336012100663066,0.0907907256842257,-3.70095181122058,0.000214792268012314,0.00294519703309513
"ENSG00000037637",628.292766769159,0.365013457227149,0.124506664950634,2.93167805411761,0.00337136043845908,0.0276248490896229
"ENSG00000037749",833.327480118876,0.23916464753329,0.0966028432625305,2.4757516389381,0.0132956030872118,0.0790185162202985
"ENSG00000038274",1701.28108213738,0.528662270898944,0.130912985384735,4.03827221069995,5.38463467611943e-05,0.000899800794562062
"ENSG00000039560",5050.90239901263,0.534838474058588,0.186136182019542,2.87337189500554,0.00406115742911911,0.0318130975268483
"ENSG00000040731",72.2689663645707,-1.82446733272923,0.676829665757411,-2.69560780951814,0.00702603371372109,0.0485130899280742
"ENSG00000041515",10.1316555228039,1.73915999291044,0.529035631924769,3.28741560673886,0.00101111489974651,0.0106459010170566
"ENSG00000042088",190.046817910495,-0.414521004560474,0.150199100087865,-2.75981017408215,0.00578349560504837,0.0416352899010812
"ENSG00000042286",594.476412207543,0.707649924309038,0.0927730588756127,7.62775241956647,2.38881761734921e-14,3.09789270587928e-12
"ENSG00000042317",206.646866440203,-0.318338818223498,0.130221040610222,-2.44460355048422,0.0145011445995639,0.0840008108842308
"ENSG00000043143",1529.01497852187,0.317656400316871,0.101312010188968,3.13542688299617,0.0017160419996742,0.0162305667303546
"ENSG00000044090",1103.20275191868,-0.508909418229822,0.0989441691906702,-5.14339978184191,2.69810613542836e-07,8.64097817111535e-06
"ENSG00000046653",1090.45643883243,2.5845007824414,0.765065675731283,3.37814237969965,0.000729772850220885,0.00818937662207045
"ENSG00000047932",1414.69555937383,-0.181867381488843,0.073342814152993,-2.47968916367823,0.0131496959547901,0.0785936339627718
"ENSG00000048052",371.947283094715,-0.474287647323892,0.177502864873536,-2.67199995708128,0.00754006580870186,0.051150120640734
"ENSG00000048162",119.813948922077,0.543796430334339,0.209426755126467,2.59659483338676,0.00941529111672532,0.0609429124479778
"ENSG00000048342",829.356400938441,-0.407277487733611,0.125573216179548,-3.24334679101691,0.0011813432618537,0.0120723841104528
"ENSG00000048405",363.388230065593,0.385158309600651,0.122317142848665,3.14884979023082,0.00163914424974345,0.0156398141756609
"ENSG00000048540",60.0651412567296,1.43089681396272,0.4152114585535,3.44618816385183,0.000568554327356135,0.00662896426861847
"ENSG00000048707",3202.45699860706,0.657203863486193,0.169618883890416,3.8745913686756,0.000106803765880988,0.00162410515994913
"ENSG00000048740",5644.02224511592,0.940287564467349,0.193752148631208,4.85304328808818,1.21581138904446e-06,3.28286902188471e-05
"ENSG00000049089",68.1245571760893,-0.763687401371219,0.214523939109069,-3.55991692369093,0.000370972133358817,0.00465992621814639
"ENSG00000049239",6159.37300306525,0.39188365075872,0.151887136919012,2.58009768771713,0.00987723700083536,0.0632191535558037
"ENSG00000049246",196.028265600041,-2.16537790078482,0.283212157944748,-7.6457801688276,2.07682219777563e-14,2.71238870723675e-12
"ENSG00000049323",20169.8602048195,0.693757330220439,0.0983518978229559,7.0538275882513,1.74062033056152e-12,1.88337760084566e-10
"ENSG00000049540",7125.24107508081,0.965289961959046,0.371927457753206,2.59537160227511,0.00944886994174199,0.0611387701957761
"ENSG00000049656",1482.92050645464,0.261033544056322,0.09607108592875,2.71708747260247,0.00658591992407464,0.0462188091925114
"ENSG00000049759",1212.97707090486,-1.08130813872035,0.193985474825413,-5.57417064186647,2.48711857837839e-08,1.04566868997347e-06
"ENSG00000050393",561.381975009388,0.41332739032294,0.160448213047843,2.5760797360809,0.00999275995538317,0.0638281909741176
"ENSG00000051108",2272.41673214656,0.747919765070659,0.0910843355847821,8.21128858512108,2.18827237949713e-16,3.87471498734997e-14
"ENSG00000051620",1175.49562040338,0.410297685716431,0.0821600518468239,4.99388299415116,5.91772577747846e-07,1.74081342160169e-05
"ENSG00000051825",225.87229397343,-0.442949346674185,0.1299869329544,-3.40764518868658,0.000655260381598917,0.0074808555034991
"ENSG00000053254",3773.06436970577,0.400597712903623,0.139750414979427,2.86652252848478,0.00415008620177885,0.0323383839194924
"ENSG00000053747",1196.31976125197,0.878660937330749,0.259821939894095,3.38178114476744,0.000720174960273606,0.00810637035051251
"ENSG00000054118",2789.52138331746,-0.192377940871075,0.0708751155099756,-2.71432278433462,0.00664114221377457,0.0465006212420756
"ENSG00000054277",130.036292403741,0.793077249202974,0.272932385521912,2.90576454562701,0.00366357013094424,0.0294219991109194
"ENSG00000054938",93.3799826379335,-1.37682132665381,0.430047103127147,-3.20155935627067,0.00136685911305799,0.0135618052623722
"ENSG00000054965",1640.60664095387,-0.248233920186638,0.0759234339716276,-3.26952967221428,0.00107726438179723,0.0112268384780962
"ENSG00000054983",663.795378928395,0.295930851653345,0.113793938046327,2.60058538032903,0.00930648573785129,0.0603872215865157
"ENSG00000055130",1288.10251251977,0.28349878623682,0.114207755297653,2.48230766376552,0.013053451582399,0.0782685561325204
"ENSG00000055163",284.230911081761,-1.01188795527208,0.25970029837932,-3.89636808885799,9.76459509313892e-05,0.00150472818945735
"ENSG00000056586",1378.68982862119,0.368857985095437,0.102880701244906,3.58529812328337,0.000336693366550605,0.0042878342635058
"ENSG00000056736",73.8580981973172,-1.01630480243413,0.281653935201603,-3.60834582945442,0.000308155547375991,0.00400399254593208
"ENSG00000057252",1226.18866706812,0.663607912027288,0.152636944028535,4.34762315408534,1.37620798163183e-05,0.000282214587770045
"ENSG00000057294",15.1127149651052,2.05253995350172,0.846096790738594,2.42589261177787,0.0152707881980022,0.0874686048728493
"ENSG00000057657",212.552949723346,1.2705722724869,0.297895658510063,4.26515874330534,1.99760122344699e-05,0.000388374829747295
"ENSG00000057663",564.809984634493,0.268672917283955,0.107170610869573,2.50696450364485,0.0121772939873341,0.0740570900847946
"ENSG00000058056",430.913982561762,0.372935740764555,0.15124967644661,2.46569612263732,0.0136747290682372,0.0808670956299255
"ENSG00000058063",1642.46616523661,0.368888009031817,0.13519263491895,2.72861024754027,0.00636018261857946,0.0449607535205915
"ENSG00000058085",71.1878259784225,0.89241832454532,0.208033846407727,4.28977466866744,1.78854491004321e-05,0.000354914380586699
"ENSG00000058262",9475.0557830858,-0.290406280062276,0.0924485490394114,-3.14127461252501,0.00168214226125346,0.0159838233957598
"ENSG00000058272",1667.44345598556,0.322462864619091,0.0950912216018222,3.39108972613001,0.000696153059607036,0.00787448316502676
"ENSG00000058600",489.438714152873,0.260284672541682,0.105113047136378,2.47623563042539,0.0132775917072857,0.0789921967364119
"ENSG00000058799",459.628265475478,0.394555845979676,0.156409799462275,2.52257753245723,0.0116498265619057,0.0715821008133112
"ENSG00000059145",668.128326208239,0.279615550311523,0.0888424728769178,3.14731840815486,0.00164775420132137,0.0156975652443523
"ENSG00000059691",331.752500985912,-0.266846415748916,0.11222569483593,-2.37776577047739,0.0174178860479339,0.0963721850837888
"ENSG00000059758",817.129182000991,-0.30658313690628,0.120231025606006,-2.54995027582102,0.0107738284177469,0.0676210123765538
"ENSG00000060138",4817.27499924599,0.501157068123546,0.122914058781569,4.07729655249734,4.55623664220008e-05,0.000784141100617892
"ENSG00000060718",363.7631440814,2.38256195930808,0.646007925004638,3.68813116230884,0.00022590719775476,0.00307654034527466
"ENSG00000060762",301.89187266751,0.456418519316898,0.16856838093447,2.70761643901847,0.00677682936094691,0.0471637614065901
"ENSG00000061273",2842.41725649718,0.590074787402687,0.129951524437189,4.54073001419767,5.60597818943385e-06,0.000127449491800524
"ENSG00000061337",66.690939169056,-1.01277366312951,0.229116246723407,-4.42034852444205,9.85418403389052e-06,0.000209543647787637
"ENSG00000062716",3074.89266691823,0.547056602002353,0.115102611384813,4.75277315971074,2.00645418776397e-06,5.17490950527641e-05
"ENSG00000063127",28.1991069565975,-0.888744380657245,0.331076722136434,-2.68440612472598,0.00726587849829965,0.0497402054075049
"ENSG00000063169",252.560444900081,0.477995746305894,0.11371808004573,4.2033399272453,2.63005163425571e-05,0.000490703149390262
"ENSG00000063587",578.837757180681,0.360427693856832,0.130152559745731,2.76927088150222,0.00561819036663734,0.0407345241005206
"ENSG00000063660",4459.23783316561,-0.425644713278094,0.13584340986278,-3.13334826995326,0.00172824245948194,0.0163058628658905
"ENSG00000064115",1447.52488303671,0.82851410601675,0.166219904825601,4.98444579718676,6.21396617431693e-07,1.81635217619121e-05
"ENSG00000064201",16.9796928099119,-1.60092484547081,0.457156302298498,-3.50192010352183,0.000461918113619493,0.00562580824226386
"ENSG00000064309",348.466903387175,-1.64649093405669,0.299223086816987,-5.50255313375511,3.74330358979252e-08,1.51168718434275e-06
"ENSG00000064393",2607.77392701515,0.597465471200256,0.145540558884471,4.10514756697148,4.04056865849189e-05,0.000709895335882838
"ENSG00000064652",269.405779732932,0.547607003003581,0.14577987448017,3.7563964501703,0.00017237754785382,0.00243243873082612
"ENSG00000064666",8451.77175316761,0.784016739482435,0.156785577064919,5.00056672405399,5.71620409668127e-07,1.69507082834759e-05
"ENSG00000064687",143.272269366176,-0.81053065098883,0.192299491611557,-4.21493912540389,2.49845571387961e-05,0.000470440306452894
"ENSG00000064933",428.599829164741,0.525653702786693,0.128941311483366,4.07668959419965,4.5681409805329e-05,0.000784723098474938
"ENSG00000065308",9940.44068923739,0.205634183496516,0.0651714548825032,3.1552799284173,0.00160344181414913,0.0153548523180219
"ENSG00000065491",295.800861476699,-0.406731594992431,0.12123600004005,-3.35487474725385,0.0007940092664353,0.00876599558837294
"ENSG00000065526",1438.86452195238,0.666145383973772,0.130894208092653,5.08918915268003,3.59597789424495e-07,1.10921160674239e-05
"ENSG00000065665",131.365235293407,-0.451950534616696,0.159200138561088,-2.83888279684678,0.00452717819279925,0.0346068851890403
"ENSG00000065717",239.973769149551,0.799902266312883,0.307044023939784,2.60517125866536,0.00918283476417646,0.059690046658069
"ENSG00000065802",1186.00267831002,0.310470007483691,0.111874341419346,2.77516724161025,0.00551733277100254,0.0402223606405431
"ENSG00000065809",2255.37318851588,-1.01341822206552,0.182110797806717,-5.56484422818857,2.62386690531787e-08,1.09145588169957e-06
"ENSG00000065833",676.063771922799,-0.659093660631771,0.198411284281139,-3.32185572519084,0.000894209177357524,0.00961849415948528
"ENSG00000065882",804.090558632579,0.579237112763031,0.142180744625185,4.07394907299162,4.62225932893567e-05,0.000791067895375003
"ENSG00000066135",833.335528388592,-0.288975904048126,0.0800482588179433,-3.61002110870837,0.000306172087868484,0.00398656221413773
"ENSG00000066136",384.221241257165,-0.293697902313134,0.110836070677331,-2.64984044019529,0.00805297931982727,0.0537193435873047
"ENSG00000066279",118.785681971042,-0.628817372638459,0.25108505827119,-2.50439981163392,0.0122659338995928,0.0744241096411869
"ENSG00000066322",1036.67844867508,0.526502422080658,0.0811506233219122,6.48796522476609,8.70033542322116e-11,6.46034987171845e-09
"ENSG00000066422",447.432759155521,-0.310299104070113,0.122515459933696,-2.53273427074465,0.0113176713825828,0.0701469722247222
"ENSG00000066468",28.7031609448735,-2.36011481492567,0.681547344779487,-3.46287727918488,0.000534432087073072,0.00629658789728127
"ENSG00000066697",547.643393721793,-0.671679780147773,0.153360657097877,-4.3797398423971,1.18821078968287e-05,0.000248364377888877
"ENSG00000066855",307.161468565985,0.381951118275202,0.143745715974852,2.65713044513983,0.00788089423562077,0.052850206609234
"ENSG00000067082",3242.40128751998,1.11043438491642,0.155374219991333,7.14683803386665,8.87995471851e-13,1.01567929280349e-10
"ENSG00000067113",1190.97598767157,-0.925091576914933,0.215973183157736,-4.28336316291312,1.84089331599772e-05,0.000362567384108
"ENSG00000067167",9767.01625145426,0.621601705707736,0.182459879465239,3.40678568641803,0.000657327186562846,0.00749515798176768
"ENSG00000067177",495.659470333478,0.873736455344232,0.254286007847727,3.43603827335812,0.000590287576073664,0.00683227260427186
"ENSG00000067221",297.250033233411,-0.343707066716546,0.123496120880737,-2.78314058988519,0.00538354723938419,0.0395239781977486
"ENSG00000067369",1878.39073240244,-0.758252925404268,0.0900827259816542,-8.41729551522109,3.85274951293428e-17,7.54770024262604e-15
"ENSG00000067445",651.667471747125,-0.739767769766742,0.128127520795682,-5.77368363309246,7.75569954707932e-09,3.66208223485809e-07
"ENSG00000067798",705.207281858137,2.25851209050818,0.385570130972194,5.8575909000354,4.69629778463035e-09,2.31236159636278e-07
"ENSG00000067900",2657.19848932415,0.575365908030395,0.10971404362851,5.2442320873577,1.56934557117077e-07,5.37165403217651e-06
"ENSG00000067955",590.324200645514,0.450023717735723,0.152185323953811,2.95707697722751,0.00310570573534768,0.0258317846054325
"ENSG00000068001",420.110513287291,-0.246613603864454,0.0955172388308117,-2.58187534400232,0.00982650713650416,0.0630066604870209
"ENSG00000068028",751.100965039852,0.442596542295791,0.171708112818228,2.5776099628113,0.00994862219318187,0.0635683128686482
"ENSG00000068120",864.458048053052,0.245261035582434,0.0890953875664069,2.75279161224401,0.00590894952142204,0.0423398075630299
"ENSG00000068305",1565.56129293217,0.537495493119115,0.153632966056649,3.49856874416475,0.000467762488971216,0.00567648779518374
"ENSG00000068383",1247.23914866505,1.39524789009234,0.29988676904593,4.65258235477084,3.27803751206097e-06,7.99799170736734e-05
"ENSG00000068697",8266.4902151798,-0.236035277742592,0.0999280789987485,-2.36205158857851,0.0181741129450444,0.0992221434577503
"ENSG00000068784",273.735468185393,-0.560851784074483,0.161890215742845,-3.4643958036684,0.000531423967773035,0.00627318741444899
"ENSG00000068831",97.80859654551,1.95644215742437,0.319755898264724,6.11854908085119,9.44311985321375e-10,5.70147711793217e-08
"ENSG00000069020",835.658963933415,-0.744487193596915,0.143588551629189,-5.18486456719417,2.16171894776173e-07,7.0959098793284e-06
"ENSG00000069329",2962.93179933814,-0.198087344512119,0.0737147858574645,-2.68721318535934,0.00720509507475642,0.0494116153794956
"ENSG00000069399",358.268449556141,-0.588857816074422,0.177394853391955,-3.31947519792662,0.000901868156800008,0.00968955782232914
"ENSG00000069431",849.097214895302,1.04720288289449,0.303881538220199,3.44608918668716,0.000568762614413097,0.00662896426861847
"ENSG00000069535",394.751457626642,1.20643917070817,0.388941130230885,3.1018554658696,0.00192311828933377,0.0176982625177818
"ENSG00000069667",528.674477687017,0.478365038468016,0.173673573305055,2.75439164038949,0.00588013577941882,0.0421825868243076
"ENSG00000069998",446.500493017763,0.660388774512478,0.26243000989971,2.51643771520206,0.0118547851545945,0.0725436429817937
"ENSG00000070081",1625.08693065246,-0.45200888020315,0.120866164816902,-3.73974702422213,0.000184205546541134,0.00258350734162603
